Player,Season,Mat,Inns,Batting Runs,SR,Ave,Country,Cum batting Ave,Cum battings Runs Total,Cum Inns Total,Cum SR,player_id,Overs,Bowling_Runs,Wkts,Econ,Cumulative Overs,Cumulative Wkts,Cumulative Runs,Cumulative Inns,Cumulative Econ,Dis,Ct,St,D/I
A Ahmadhel,2019/20,3,2.0,16.0,100.0,8.0,Bulgaria,8.0,16.0,2.0,100.0,55a5cffb,10.0,75.0,3.0,7.5,10.0,3.0,75.0,3.0,25.0,0.0,0.0,0.0,0.0
A Ahmadhel,2020,1,1.0,8.0,100.0,8.0,Bulgaria,8.0,24.0,3.0,100.0,55a5cffb,2.0,22.0,1.0,11.0,12.0,4.0,97.0,4.0,24.25,0.0,0.0,0.0,0.0
A Ahmadhel,2020/21,2,1.0,2.0,28.57,2.0,Bulgaria,6.5,26.0,4.0,76.19,55a5cffb,2.4,27.0,2.0,10.12,14.4,6.0,124.0,6.0,20.666666666666668,0.0,0.0,0.0,0.0
A Ahmadhel,2021,3,3.0,5.0,38.46,1.66,Bulgaria,4.43,31.0,7.0,66.76,55a5cffb,3.0,31.0,0.0,10.33,17.4,6.0,155.0,8.0,19.375,0.0,0.0,0.0,0.0
A Ahmadhel,2023,2,0.0,0.0,0.0,0.0,Bulgaria,4.43,31.0,7.0,53.41,55a5cffb,0.0,0.0,0.0,0.0,17.4,6.0,155.0,8.0,19.375,0.0,0.0,0.0,0.0
A Ahmadhel,2024,1,1.0,2.0,33.33,2.0,Bulgaria,4.12,33.0,8.0,50.06,55a5cffb,0.0,0.0,0.0,0.0,17.4,6.0,155.0,8.0,19.375,1.0,1.0,0.0,0.09090909090909091
A Amado,2022,3,3.0,25.0,67.56,8.33,Israel,8.33,25.0,3.0,67.56,14ea3348,6.0,58.0,3.0,9.66,6.0,3.0,58.0,3.0,19.333333333333332,2.0,2.0,0.0,0.6666666666666666
A Andrews,2021/22,3,1.0,0.0,0.0,0.0,Switzerland,0.0,0.0,1.0,0.0,1d45c01a,10.0,61.0,4.0,6.1,10.0,4.0,61.0,3.0,20.333333333333332,4.0,4.0,0.0,1.3333333333333333
A Andrews,2022,4,3.0,34.0,85.0,17.0,Switzerland,12.75,34.0,4.0,42.5,1d45c01a,1.0,21.0,0.0,21.0,11.0,4.0,82.0,4.0,20.5,7.0,7.0,0.0,1.0
A Ashok,2023,1,0.0,0.0,0.0,0.0,New Zealand,0.0,0.0,0.0,0.0,321be7e3,4.0,28.0,1.0,7.0,4.0,1.0,28.0,1.0,28.0,0.0,0.0,0.0,0.0
A Ashokan,2019/20,2,2.0,41.0,141.37,20.5,Czech Republic,20.5,41.0,2.0,141.37,9244df4b,2.0,16.0,0.0,8.0,2.0,0.0,16.0,1.0,16.0,1.0,1.0,0.0,0.5
A Ashokan,2020,4,4.0,51.0,94.44,12.75,Czech Republic,15.33,92.0,6.0,117.91,9244df4b,8.5,97.0,2.0,10.98,10.5,2.0,113.0,5.0,22.6,3.0,3.0,0.0,0.5
A Ashokan,2021,7,7.0,151.0,107.85,30.2,Czech Republic,23.34,243.0,13.0,114.55,9244df4b,12.0,104.0,1.0,8.66,22.5,3.0,217.0,10.0,21.7,6.0,6.0,0.0,0.46153846153846156
A Ashokan,2022,15,14.0,369.0,123.41,36.9,Czech Republic,30.37,612.0,27.0,116.77,9244df4b,40.0,311.0,11.0,7.77,62.5,14.0,528.0,22.0,24.0,11.0,11.0,0.0,0.39285714285714285
A Ashokan,2023,3,3.0,43.0,74.13,14.33,Czech Republic,28.77,655.0,30.0,108.24,9244df4b,12.0,52.0,6.0,4.33,74.5,20.0,580.0,25.0,23.2,14.0,14.0,0.0,0.45161290322580644
A Athanaze,2024,4,4.0,75.0,122.95,25.0,West Indies,25.0,75.0,4.0,122.95,58c2fac4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5
A Bagai,2008,3,3.0,24.0,92.3,12.0,Canada,12.0,24.0,3.0,92.3,112959b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,1.6666666666666667
A Bagai,2009/10,4,4.0,145.0,118.85,36.25,Canada,25.86,169.0,7.0,105.57,112959b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0
A Bagai,2013/14,2,2.0,115.0,113.86,115.0,Canada,45.67,284.0,9.0,108.34,112959b2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,6.0,1.2222222222222223
A Balbirnie,2015,7,4.0,77.0,98.71,19.25,Ireland,19.25,77.0,4.0,98.71,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2
A Balbirnie,2015/16,3,3.0,7.0,43.75,2.33,Ireland,12.0,84.0,7.0,71.23,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.375
A Balbirnie,2018,6,6.0,105.0,129.62,17.5,Ireland,14.54,189.0,13.0,90.69,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.35714285714285715
A Balbirnie,2018/19,6,6.0,177.0,143.9,29.5,Ireland,19.26,366.0,19.0,104.0,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.35
A Balbirnie,2019,4,4.0,157.0,184.7,52.33,Ireland,25.01,523.0,23.0,120.14,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.4166666666666667
A Balbirnie,2019/20,17,16.0,422.0,122.31,28.13,Ireland,26.29,945.0,39.0,120.5,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.3902439024390244
A Balbirnie,2021,8,8.0,137.0,120.17,17.12,Ireland,24.73,1082.0,47.0,120.45,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0,0.0,0.46938775510204084
A Balbirnie,2021/22,16,16.0,347.0,121.32,24.78,Ireland,24.74,1429.0,63.0,120.56,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.4307692307692308
A Balbirnie,2022,12,12.0,228.0,121.92,19.0,Ireland,23.82,1657.0,75.0,120.71,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.38961038961038963
A Balbirnie,2022/23,10,10.0,200.0,116.27,20.0,Ireland,23.37,1857.0,85.0,120.27,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.367816091954023
A Balbirnie,2023,6,6.0,184.0,129.57,30.66,Ireland,23.85,2041.0,91.0,121.11,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0,0.0,0.3870967741935484
A Balbirnie,2023/24,6,6.0,129.0,113.15,21.5,Ireland,23.71,2170.0,97.0,120.45,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0,0.0,0.3939393939393939
A Balbirnie,2024,9,9.0,222.0,112.12,24.66,Ireland,23.79,2392.0,106.0,119.81,6ef13460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,0.0,0.37037037037037035
A Bhadauria,2022,2,2.0,40.0,129.03,20.0,Luxembourg,20.0,40.0,2.0,129.03,a74bbdad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
A Bhagwat,2019/20,4,4.0,5.0,31.25,1.25,Hong Kong,1.25,5.0,4.0,31.25,906ef9e5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.5
A Bhargava,2022,2,2.0,7.0,116.66,7.0,Singapore,7.0,7.0,2.0,116.66,192f2caf,2.0,14.0,1.0,7.0,2.0,1.0,14.0,1.0,14.0,0.0,0.0,0.0,0.0
A Bhargava,2023,3,1.0,5.0,166.66,5.0,Singapore,6.33,12.0,3.0,141.66,192f2caf,11.0,60.0,8.0,5.45,13.0,9.0,74.0,4.0,18.5,1.0,1.0,0.0,0.2
A Bhattarai,2014/15,1,1.0,2.0,66.66,2.0,Nepal,2.0,2.0,1.0,66.66,2c2013a9,3.0,12.0,1.0,4.0,3.0,1.0,12.0,1.0,12.0,0.0,0.0,0.0,0.0
A Bishnoi,2021,7,4.0,4.0,50.0,1.33,Malta,1.33,4.0,4.0,50.0,376557f7,16.3,146.0,5.0,8.84,16.3,5.0,146.0,7.0,20.857142857142858,1.0,1.0,0.0,0.14285714285714285
A Bishnoi,2023,5,5.0,7.0,53.84,7.0,Malta,4.48,11.0,9.0,51.92,376557f7,17.2,160.0,7.0,9.23,33.5,12.0,306.0,12.0,25.5,1.0,1.0,0.0,0.08333333333333333
A Bohara,2018/19,3,0.0,0.0,0.0,0.0,Nepal,0.0,0.0,0.0,0.0,64fb6b15,10.0,72.0,6.0,7.2,10.0,6.0,72.0,3.0,24.0,0.0,0.0,0.0,0.0
A Bohara,2019,5,2.0,0.0,0.0,0.0,Nepal,0.0,0.0,2.0,0.0,64fb6b15,18.0,134.0,6.0,7.44,28.0,12.0,206.0,8.0,25.75,3.0,3.0,0.0,0.375
A Bohara,2019/20,12,5.0,17.0,106.25,8.5,Nepal,6.07,17.0,7.0,35.42,64fb6b15,38.0,230.0,8.0,6.05,66.0,20.0,436.0,19.0,22.94736842105263,5.0,5.0,0.0,0.25
A Bohara,2021,4,0.0,0.0,0.0,0.0,Nepal,6.07,17.0,7.0,26.56,64fb6b15,12.2,97.0,2.0,7.86,78.2,22.0,533.0,23.0,23.17391304347826,6.0,6.0,0.0,0.25
A Bohara,2021/22,12,3.0,4.0,80.0,1.33,Nepal,4.65,21.0,10.0,37.25,64fb6b15,40.0,271.0,18.0,6.77,118.2,40.0,804.0,35.0,22.97142857142857,7.0,7.0,0.0,0.19444444444444445
A Bohara,2023,3,1.0,0.0,0.0,0.0,Nepal,4.23,21.0,11.0,31.04,64fb6b15,9.4,66.0,8.0,6.82,127.60000000000001,48.0,870.0,38.0,22.894736842105264,8.0,8.0,0.0,0.20512820512820512
A Bohara,2023/24,14,3.0,1.0,25.0,1.0,Nepal,3.54,22.0,14.0,30.18,64fb6b15,49.0,412.0,19.0,8.4,176.60000000000002,67.0,1282.0,51.0,25.137254901960784,11.0,11.0,0.0,0.20754716981132076
A Bohara,2024,9,3.0,1.0,20.0,0.5,Nepal,3.0,23.0,17.0,28.91,64fb6b15,24.4,196.0,8.0,7.94,201.00000000000003,75.0,1478.0,59.0,25.050847457627118,11.0,11.0,0.0,0.1774193548387097
A Bulow,2019,2,1.0,11.0,84.61,11.0,Denmark,11.0,11.0,1.0,84.61,16f4cc7e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Bushell,2023,3,1.0,5.0,62.5,5.0,Guernsey,5.0,5.0,1.0,62.5,2d645c00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.3333333333333333
A Chaubey,2024,4,4.0,14.0,66.66,3.5,Croatia,3.5,14.0,4.0,66.66,c577d7d4,13.1,126.0,3.0,9.56,13.1,3.0,126.0,4.0,31.5,2.0,2.0,0.0,0.5
A Chaudhary,2023/24,3,3.0,42.0,102.43,14.0,Singapore,14.0,42.0,3.0,102.43,465fd722,5.0,46.0,0.0,9.2,5.0,0.0,46.0,3.0,15.333333333333334,0.0,0.0,0.0,0.0
A Chaudhary,2024,2,1.0,0.0,0.0,0.0,Singapore,10.5,42.0,4.0,51.22,465fd722,8.0,55.0,3.0,6.87,13.0,3.0,101.0,5.0,20.2,0.0,0.0,0.0,0.0
A Conteh,2022/23,7,7.0,44.0,57.89,6.28,Gambia,6.28,44.0,7.0,57.89,97b9cb64,19.1,123.0,9.0,6.41,19.1,9.0,123.0,6.0,20.5,2.0,2.0,0.0,0.2857142857142857
A Conteh,2023/24,2,1.0,1.0,20.0,1.0,Gambia,5.62,45.0,8.0,38.95,97b9cb64,6.0,38.0,0.0,6.33,25.1,9.0,161.0,8.0,20.125,2.0,2.0,0.0,0.2222222222222222
A Dananjaya,2012/13,5,1.0,0.0,0.0,0.0,Sri Lanka,0.0,0.0,1.0,0.0,5b16a806,14.0,95.0,7.0,6.78,14.0,7.0,95.0,5.0,19.0,1.0,1.0,0.0,0.2
A Dananjaya,2017,1,0.0,0.0,0.0,0.0,Sri Lanka,0.0,0.0,1.0,0.0,5b16a806,4.0,28.0,0.0,7.0,18.0,7.0,123.0,6.0,20.5,1.0,1.0,0.0,0.16666666666666666
A Dananjaya,2017/18,9,5.0,29.0,100.0,9.66,Sri Lanka,8.05,29.0,6.0,33.33,5b16a806,34.4,287.0,5.0,8.27,52.4,12.0,410.0,15.0,27.333333333333332,5.0,5.0,0.0,0.3333333333333333
A Dananjaya,2018,1,1.0,2.0,28.57,2.0,Sri Lanka,7.19,31.0,7.0,32.14,5b16a806,4.0,15.0,2.0,3.75,56.4,14.0,425.0,16.0,26.5625,5.0,5.0,0.0,0.3125
A Dananjaya,2018/19,3,3.0,18.0,105.88,9.0,Sri Lanka,7.73,49.0,10.0,46.89,5b16a806,12.0,101.0,2.0,8.41,68.4,16.0,526.0,19.0,27.68421052631579,5.0,5.0,0.0,0.2631578947368421
A Dananjaya,2019,3,2.0,0.0,0.0,0.0,Sri Lanka,6.44,49.0,12.0,39.07,5b16a806,11.0,94.0,6.0,8.54,79.4,22.0,620.0,22.0,28.181818181818183,5.0,5.0,0.0,0.22727272727272727
A Dananjaya,2020/21,3,1.0,9.0,100.0,9.0,Sri Lanka,6.64,58.0,13.0,47.78,5b16a806,12.0,128.0,4.0,10.66,91.4,26.0,748.0,25.0,29.92,7.0,7.0,0.0,0.28
A Dananjaya,2021,6,2.0,3.0,60.0,1.5,Sri Lanka,5.95,61.0,15.0,49.31,5b16a806,19.1,161.0,2.0,8.4,110.5,28.0,909.0,31.0,29.322580645161292,7.0,7.0,0.0,0.22580645161290322
A Dananjaya,2023/24,2,1.0,4.0,400.0,4.0,Sri Lanka,5.83,65.0,16.0,88.27,5b16a806,6.0,56.0,2.0,9.33,116.5,30.0,965.0,33.0,29.242424242424242,7.0,7.0,0.0,0.21212121212121213
A Davidson Soler,2024,9,5.0,90.0,111.11,18.0,Spain,18.0,90.0,5.0,111.11,524943f1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,5.0,1.0
A Daxini,2023,4,3.0,11.0,50.0,3.66,Croatia,3.66,11.0,3.0,50.0,2f949d55,1.3,24.0,0.0,16.0,1.3,0.0,24.0,2.0,12.0,0.0,0.0,0.0,0.0
A Denuwan,2022/23,3,0.0,0.0,0.0,0.0,Italy,0.0,0.0,0.0,0.0,96912eac,6.2,50.0,1.0,7.89,6.2,1.0,50.0,3.0,16.666666666666668,0.0,0.0,0.0,0.0
A Dhingra,2021,3,1.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,1.0,0.0,753ada66,12.0,77.0,5.0,6.41,12.0,5.0,77.0,3.0,25.666666666666668,1.0,1.0,0.0,0.3333333333333333
A Dhingra,2022,7,1.0,1.0,33.33,1.0,Luxembourg,0.5,1.0,2.0,16.67,753ada66,18.4,150.0,7.0,8.03,30.4,12.0,227.0,10.0,22.7,2.0,2.0,0.0,0.2
A Dhingra,2023,7,4.0,7.0,116.66,7.0,Luxembourg,4.83,8.0,6.0,50.0,753ada66,21.5,194.0,4.0,8.88,51.9,16.0,421.0,17.0,24.764705882352942,2.0,2.0,0.0,0.11764705882352941
A Dhingra,2023/24,1,1.0,1.0,50.0,1.0,Luxembourg,4.29,9.0,7.0,50.0,753ada66,4.0,28.0,2.0,7.0,55.9,18.0,449.0,18.0,24.944444444444443,2.0,2.0,0.0,0.1111111111111111
A Dizija,2022,10,10.0,303.0,115.64,30.3,Serbia,30.3,303.0,10.0,115.64,6483c062,4.0,79.0,0.0,19.75,4.0,0.0,79.0,2.0,39.5,2.0,2.0,0.0,0.2
A Dizija,2023,4,3.0,111.0,179.03,37.0,Serbia,31.85,414.0,13.0,147.34,6483c062,0.0,0.0,0.0,0.0,4.0,0.0,79.0,2.0,39.5,2.0,2.0,0.0,0.15384615384615385
A Dizija,2023/24,2,2.0,6.0,50.0,3.0,Serbia,28.0,420.0,15.0,114.89,6483c062,6.1,49.0,2.0,7.94,10.1,2.0,128.0,4.0,32.0,2.0,2.0,0.0,0.13333333333333333
A Dizija,2024,9,9.0,73.0,61.86,8.11,Serbia,20.54,493.0,24.0,101.63,6483c062,0.0,0.0,0.0,0.0,10.1,2.0,128.0,4.0,32.0,5.0,5.0,0.0,0.20833333333333334
A Djorovic,2019/20,2,2.0,11.0,42.3,5.5,Serbia,5.5,11.0,2.0,42.3,677c18f9,6.0,32.0,0.0,5.33,6.0,0.0,32.0,2.0,16.0,0.0,0.0,0.0,0.0
A Djorovic,2021,4,3.0,6.0,60.0,2.0,Serbia,3.4,17.0,5.0,51.15,677c18f9,9.3,104.0,1.0,10.94,15.3,1.0,136.0,6.0,22.666666666666668,0.0,0.0,0.0,0.0
A Djorovic,2022,3,1.0,15.0,60.0,15.0,Serbia,5.33,32.0,6.0,54.1,677c18f9,6.0,79.0,0.0,13.16,21.3,1.0,215.0,9.0,23.88888888888889,2.0,2.0,0.0,0.2222222222222222
A Djorovic,2023/24,2,1.0,6.0,50.0,6.0,Serbia,5.43,38.0,7.0,53.08,677c18f9,0.0,0.0,0.0,0.0,21.3,1.0,215.0,9.0,23.88888888888889,2.0,2.0,0.0,0.18181818181818182
A Donovan,2024,3,2.0,2.0,20.0,2.0,Philippines,2.0,2.0,2.0,20.0,02888f23,4.0,31.0,0.0,7.75,4.0,0.0,31.0,3.0,10.333333333333334,0.0,0.0,0.0,0.0
A Dowling,2024,1,1.0,2.0,66.66,2.0,Bulgaria,2.0,2.0,1.0,66.66,ec064d97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Dutt,2021,4,1.0,0.0,0.0,0.0,Netherlands,0.0,0.0,1.0,0.0,803dbf1d,7.0,76.0,3.0,10.85,7.0,3.0,76.0,4.0,19.0,0.0,0.0,0.0,0.0
A Dutt,2022,1,0.0,0.0,0.0,0.0,Netherlands,0.0,0.0,1.0,0.0,803dbf1d,4.0,20.0,1.0,5.0,11.0,4.0,96.0,5.0,19.2,1.0,1.0,0.0,0.2
A Dutt,2023/24,4,2.0,1.0,33.33,1.0,Netherlands,0.67,1.0,3.0,11.11,803dbf1d,14.0,126.0,4.0,9.0,25.0,8.0,222.0,9.0,24.666666666666668,1.0,1.0,0.0,0.1111111111111111
A Dutt,2024,6,5.0,34.0,106.25,11.33,Netherlands,7.33,35.0,8.0,34.89,803dbf1d,20.0,120.0,7.0,6.0,45.0,15.0,342.0,15.0,22.8,1.0,1.0,0.0,0.06666666666666667
A Faletar,2023,4,2.0,0.0,0.0,0.0,Croatia,0.0,0.0,2.0,0.0,b8889eb7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Ferguson,2019/20,5,3.0,88.0,88.0,44.0,Argentina,44.0,88.0,3.0,88.0,4a8d1b14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.4
A Ferguson,2021/22,6,6.0,133.0,113.67,33.25,Argentina,36.83,221.0,9.0,100.84,4a8d1b14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.2727272727272727
A Ferguson,2022/23,6,6.0,151.0,87.28,25.16,Argentina,32.16,372.0,15.0,96.32,4a8d1b14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.29411764705882354
A Ferguson,2023/24,2,1.0,22.0,115.78,22.0,Argentina,31.53,394.0,16.0,101.18,4a8d1b14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.2631578947368421
A Flintoff,2005,1,1.0,6.0,120.0,6.0,England,6.0,6.0,1.0,120.0,ddc0828d,3.0,15.0,0.0,5.0,3.0,0.0,15.0,1.0,15.0,1.0,1.0,0.0,1.0
A Flintoff,2006/07,1,1.0,0.0,0.0,0.0,England,3.0,6.0,2.0,60.0,ddc0828d,4.0,36.0,0.0,9.0,7.0,0.0,51.0,2.0,25.5,1.0,1.0,0.0,0.5
A Flintoff,2007/08,5,5.0,70.0,132.07,17.5,England,13.36,76.0,7.0,84.02,ddc0828d,18.0,110.0,5.0,6.11,25.0,5.0,161.0,7.0,23.0,5.0,5.0,0.0,0.7142857142857143
A Gasteratos,2022,2,1.0,4.0,40.0,4.0,Greece,4.0,4.0,1.0,40.0,e87c009a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Gasteratos,2024,4,4.0,13.0,44.82,4.33,Greece,4.26,17.0,5.0,42.41,e87c009a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Gavde,2019,1,1.0,1.0,16.66,1.0,Cayman Islands,1.0,1.0,1.0,16.66,c725d464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Gbla,2021/22,8,7.0,51.0,94.44,8.5,Sierra Leone,8.5,51.0,7.0,94.44,34ab1e6e,17.0,110.0,9.0,6.47,17.0,9.0,110.0,5.0,22.0,0.0,0.0,0.0,0.0
A Gbla,2022/23,7,5.0,37.0,82.22,7.4,Sierra Leone,8.04,88.0,12.0,88.33,34ab1e6e,9.2,56.0,7.0,6.0,26.2,16.0,166.0,10.0,16.6,1.0,1.0,0.0,0.06666666666666667
A Gbla,2023/24,12,10.0,92.0,86.79,11.5,Sierra Leone,9.61,180.0,22.0,87.82,34ab1e6e,17.3,99.0,7.0,5.65,43.5,23.0,265.0,18.0,14.722222222222221,7.0,7.0,0.0,0.25925925925925924
A Gorawara,2022/23,2,2.0,21.0,116.66,10.5,Hong Kong,10.5,21.0,2.0,116.66,c6b11959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
A Gorawara,2023/24,1,1.0,8.0,66.66,8.0,Hong Kong,9.67,29.0,3.0,91.66,c6b11959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.6666666666666666
A Gorawara,2024,1,1.0,9.0,128.57,9.0,Hong Kong,9.5,38.0,4.0,103.96,c6b11959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.75
A Govorko,2024,4,1.0,1.0,100.0,1.0,Croatia,1.0,1.0,1.0,100.0,a6e4e6f9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0
A Halbhavi,2021,3,3.0,25.0,75.75,8.33,Luxembourg,8.33,25.0,3.0,75.75,df1b4c8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Halbhavi,2022,1,1.0,14.0,82.35,14.0,Luxembourg,9.75,39.0,4.0,79.05,df1b4c8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Halbhavi,2023,11,11.0,178.0,118.66,16.18,Luxembourg,14.46,217.0,15.0,92.25,df1b4c8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.13333333333333333
A Halbhavi,2023/24,1,1.0,6.0,85.71,6.0,Luxembourg,13.94,223.0,16.0,90.62,df1b4c8f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.125
A Harris,2021/22,1,0.0,0.0,0.0,0.0,Bahamas,0.0,0.0,0.0,0.0,bbafa5d6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Harris,2022,5,3.0,11.0,78.57,5.5,Bahamas,5.5,11.0,3.0,39.28,bbafa5d6,3.0,29.0,0.0,9.66,3.0,0.0,29.0,2.0,14.5,1.0,1.0,0.0,0.16666666666666666
A Husain,2019/20,5,1.0,2.0,200.0,2.0,Argentina,2.0,2.0,1.0,200.0,034d3c52,10.0,51.0,1.0,5.1,10.0,1.0,51.0,4.0,12.75,1.0,1.0,0.0,0.2
A Husain,2021/22,5,1.0,6.0,100.0,6.0,Argentina,4.0,8.0,2.0,150.0,034d3c52,14.0,66.0,6.0,4.71,24.0,7.0,117.0,8.0,14.625,4.0,4.0,0.0,0.4
A Husain,2022/23,5,3.0,5.0,71.42,1.67,Argentina,2.6,13.0,5.0,123.81,034d3c52,12.0,74.0,4.0,6.16,36.0,11.0,191.0,13.0,14.692307692307692,4.0,4.0,0.0,0.26666666666666666
A Husain,2024/25,1,0.0,0.0,0.0,0.0,Argentina,2.6,13.0,5.0,92.86,034d3c52,4.0,26.0,1.0,6.5,40.0,12.0,217.0,14.0,15.5,5.0,5.0,0.0,0.3125
A Ilaoa,2022/23,1,1.0,0.0,0.0,0.0,Samoa,0.0,0.0,1.0,0.0,4d733a54,3.0,28.0,2.0,9.33,3.0,2.0,28.0,1.0,28.0,0.0,0.0,0.0,0.0
A Ilaoa,2024,6,4.0,15.0,107.14,5.0,Samoa,4.0,15.0,5.0,53.57,4d733a54,0.0,0.0,0.0,0.0,3.0,2.0,28.0,1.0,28.0,8.0,7.0,1.0,1.1428571428571428
A Johnmary,2021,2,2.0,8.0,57.14,4.0,France,4.0,8.0,2.0,57.14,e64c35df,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5
A Johnson,2022/23,7,7.0,402.0,166.8,67.0,Canada,67.0,402.0,7.0,166.8,a28a7fba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.42857142857142855
A Johnson,2023/24,5,5.0,187.0,185.14,46.75,Canada,58.56,589.0,12.0,175.97,a28a7fba,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.5
A Johnson,2024,13,13.0,273.0,120.79,21.0,Canada,39.03,862.0,25.0,157.58,a28a7fba,2.0,4.0,0.0,2.0,2.0,0.0,4.0,1.0,4.0,8.0,8.0,0.0,0.3333333333333333
A Kadowaki Fleming,2024,3,3.0,127.0,160.75,63.5,Japan,63.5,127.0,3.0,160.75,0abf3da7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333
A Kainessie,2023/24,8,7.0,57.0,69.51,8.14,Sierra Leone,8.14,57.0,7.0,69.51,c7acf05f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.125
A Kalasi,2023,1,1.0,0.0,0.0,0.0,Thailand,0.0,0.0,1.0,0.0,8930a2a6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Kalasi,2024,5,3.0,13.0,108.33,4.33,Thailand,3.25,13.0,4.0,54.17,8930a2a6,16.0,59.0,5.0,3.68,16.0,5.0,59.0,5.0,11.8,2.0,2.0,0.0,0.3333333333333333
A Kalasi,2024/25,3,1.0,1.0,100.0,1.0,Thailand,2.8,14.0,5.0,69.44,8930a2a6,12.0,49.0,6.0,4.08,28.0,11.0,108.0,8.0,13.5,2.0,2.0,0.0,0.2222222222222222
