player,country,player_id
CT Mutombodzi,Zimbabwe,26f12506
Ali Saleem,Norway,661e8a03
Ilenia Sims,Italy,03c98aa6
HMRKB Herath,Sri Lanka,d2fcce2f
E Bogdanova,Sweden,c7859708
N Thushara,Sri Lanka,ee1b6c27
HA Jackson,France,ee40679e
BM Scholtz,Namibia,e85d03d6
MJ Guptill,New Zealand,2be41edb
Wang Liuyang,China,f3c217a9
T Lhaden,Bhutan,e1347433
Yadhira Nunez,Chile,e654fe3d
P Chugani,Gibraltar,c15f0546
VS Solanki,England,7ee2ce62
MR Montfort,Canada,518d96de
YYM Jakda,Lesotho,2e3dc859
MS Diakite,Mali,69795fcd
GY Prastama,Indonesia,d9cdf81e
Ahmed Faiz Mohammad Noor,Malaysia,f6b4f746
HRA Rainey,Scotland,7027d12f
Avi Dixit,Singapore,cf17c429
Regina Khan,Italy,862f4427
WJR Robertson,Jersey,e1370b54
M Stanikzai,Switzerland,ad8d5827
T Zilfidou,Sweden,112fa94c
KL Pulford,New Zealand,25654c89
MP Biddappa,Philippines,c45701b6
MO Kitunda,Tanzania,badef0dc
ZL Thoon,Myanmar,8d0543ce
Khalander Mustafa,Saudi Arabia,df6534ac
Uswa Syed,Spain,cbc0e027
CS Mugeri-Tiripano,Zimbabwe,99c86133
Zain Asif,Bulgaria,ef8eba13
S Uwera,Rwanda,1ef174b8
KD Shah,Hong Kong,d5ae21a2
Shaik Basha,Tanzania,1b77c4c6
VD Philander,South Africa,cfe70281
Joginder Sharma,India,9f961c14
Y Saranonnakkun,Thailand,9c93c0a3
Amar Naeem,Austria,f9dc404a
Nur Alliah Asyqin,Malaysia,553b542b
Shahadat Hossain,Bangladesh,090f9211
Khadija Khalil,Kuwait,7c61a686
P Abanda,Cameroon,90a8dfec
CB Roposo,Mozambique,31f01815
Navdeep Saini,India,21d4e29b
Fanyan Mughal,Malta,e85bb4b3
SC van Schalkwyk,United States of America,97b0e4ff
GT Main,Scotland,4ebc70ca
R Avdylaj,Austria,422c0dde
AR Naidoo,Cayman Islands,68886c16
P Sua,Samoa,f6657f66
T Batjargal,Mongolia,f75d4a8d
Memoona Riaz,Spain,3c5a7deb
J Gray,Ireland,a336b0fe
K Canavarci,Turkey,556ad437
MC Sorensen,Ireland,3f18724b
Arsalan Qadir,Canada,e66d962d
V Shankar,India,0994d0ae
E Ul Haq,Norway,3559290a
Isa Zaroo,Bulgaria,9822fb85
T Ariuntsetseg,Mongolia,2f8c4e6e
Abul Hasan,Bangladesh,5c756df3
H Rashid,Eswatini,725c73f2
RO Mazumba,Mozambique,2a753483
BTJ Wheal,Scotland,3f61a062
S Williams,Sierra Leone,7ae1aad9
J Evans,Israel,027662be
Nijat Masood,Afghanistan,a1bf281e
TKP Rajapaksha,Seychelles,b5dcec37
B Laughlin,Australia,b2a79f17
Naseem Shah,Pakistan,9c9af282
RP Yadav,India,6c3aef71
Naeem Islam,Bangladesh,02e83ac5
Ezgi Nur Kilic,Turkey,ec8132b2
N Khumalo,Eswatini,12ee9897
RMVD Gunaratne,Sri Lanka,9e866b59
JJ Nyambo,Tanzania,ffb3b559
K Lion-Cachet,South Africa,aed9ac31
CN Onwuzulike,Nigeria,715dbf27
CJ Chibhabha,Zimbabwe,f32dbc84
E Otieno,Kenya,c57fa67e
Amarpal Kaur,Canada,3051fcc6
Riaz Afridi,Czech Republic,281ce63c
DC Delany,Ireland,0f9c9d1d
Ashiqullah Said,Belgium,407d13cc
NKD Murtiari,Indonesia,a38669ba
TR Ambrose,England,a15aaa7f
S Lamichhane,Nepal,b410bd3d
H Pile,Gibraltar,2f3b270e
RV Hawkins,Scotland,2dc78362
B Ito-Davis,Japan,96275259
K Vislapuu,Estonia,04855b85
I Pandey,Nepal,ed547c49
Sinae Kim,South Korea,60c76b34
C Trott,Bermuda,ae624b05
W Uisuk,Thailand,f20e7aac
DP Nannes,Netherlands,c404f58a
K Fletcher,Switzerland,443d1fd8
T Tumursukh,Mongolia,4758488e
Mahmudullah,Bangladesh,bf1d7d3e
FA Cossa,Mozambique,3b52d247
Mehak Thakur,United Arab Emirates,cf712c6d
M Artur,Brazil,400b36cd
KC Hodsoll,Bermuda,056f58dd
S Rungrueang,Thailand,35ae9e8a
Baljinder Singh,Romania,f957f558
P Awana,India,1a0c3177
DJ Turkich,Croatia,96013995
LR Doolan,New Zealand,4ab6d138
M Shehani,Sri Lanka,e04fb55d
WJ Malinda,Maldives,8f5313ce
NL Ujawe,Slovenia,7c7c4988
Xie Kunkun,China,1ebfbbe4
Kamran Khan (2),Qatar,922e3dcc
LJ Payas,Gibraltar,49355360
SM Davies,England,8fc65c2b
DE Martel,Guernsey,526fe472
S Matsikenyeri,Zimbabwe,e7ba1233
F Behardien,South Africa,dce2019b
DC Drakes,West Indies,34b332d3
TA Blundell,New Zealand,21e5f325
Z McLaughlin,Cayman Islands,679302a1
SA Yadav,India,271f83cd
T Hewa,Cayman Islands,3c19f045
CT Bancroft,Australia,399b0b94
AAhan Achar,Singapore,797f52cc
SSJ Brooks,West Indies,977b841a
V Vira,Vanuatu,94271647
A Dcosta,Oman,3a4d914f
D Gough,England,fcbf5a30
Imran Ali Butt,Bahrain,5d60560f
C van der Westhuizen,South Africa,98b974df
PD Blignaut,Namibia,20ab5aad
Nazmus Sakib,Malaysia,53967e23
SA Sathiya,Oman,1ba007d8
AM Phangiso,South Africa,7f8ecc51
GJ Snyman,South Africa,a3ae63f4
Farhad Reza,Bangladesh,4948a447
T Tshose,Botswana,18ae55e4
NN Saidi,Tanzania,16610c7b
B Masaba,Uganda,f33cfd25
PWA Mulder,South Africa,c96f6ac5
LHB Harrington-Myers,Cayman Islands,91136091
Saim Ayub,Pakistan,33609a8c
Mukhtar Ghulami,France,d3b1d991
Abdullah Rana,Switzerland,c4ab9b94
Anique Uddin,Denmark,1f41b702
Bhargav Narasimha,Mexico,e60e8014
EL Lamb,England,02181d9a
NM Carter,Scotland,7805af0f
N Zimonjic,Serbia,638f451b
WSLK Narayana,Israel,4d21a67a
R Oa,Papua New Guinea,dd468f06
SP Patil,United Arab Emirates,f5c198fb
M Choamba,Malawi,5570c4c1
D Tresac,Serbia,6d9aa10a
M Biu,Fiji,c386183b
I Bardis,Greece,716bd716
U Shahid,France,2a853aa5
Zain Ahmad,France,ea2c0aff
MP Enright,Namibia,7a03f67d
KG Anderson,New Zealand,ae79a86f
CR Ervine,Zimbabwe,c96311d4
O Kgeresi,Botswana,cba01c28
S Periyalwar,Romania,d207e4fb
Santiago Iturbe,Argentina,851b0636
Zahir Mohammed,Hungary,7c38942a
NJ Astle,New Zealand,99639abf
Yuanyuan Cai,China,39b12998
SD Outerbridge,Bermuda,9295145b
CJ Dala,South Africa,1cb14aa4
JA Rymer,Malta,ae779954
Muktar Ali,Bangladesh,4a491652
Yamin Ahmadzai,Afghanistan,6e4588bc
Tamim Iqbal,Bangladesh,3b041a12
Junaid Siddique,United Arab Emirates,84dc72db
Zulqarnain Haider,Spain,2d46e8ed
SH Obed,Vanuatu,f49c401e
Franchesca Moya,Chile,dd30467d
CJ Delany,Gibraltar,3bc56bd6
P Malemikia,Uganda,554a83e5
Abdul Hashim,Denmark,73b1db79
CJ Metcalfe,Ireland,d58fdb42
GP Meade,Italy,3957a70a
RK Kaibunga,Kenya,b392e6f1
T Thushara,Sri Lanka,b2ae53f5
GP Swann,England,221ad9d9
Ismaila Tanba,Gambia,180e2c15
Virandeep Singh,Malaysia,415d30b6
A Conteh,Gambia,97b9cb64
RV Viraj,Cambodia,a744d530
RG Mukasa,Uganda,011f6b42
UNGB Thenannahelage,Czech Republic,e75cb073
P Marange,Zimbabwe,a4f1fdd4
Adama Kamara,Sierra Leone,e45ac860
S Haggo,Scotland,35230fa3
L Denny,Cook Islands,e112732d
Mrittunjoy Chowdhury,Bangladesh,21b97584
Hamed Khan,Hong Kong,0e4843d2
Selim Salau,Nigeria,d18d3a0f
Khurram Nawaz,Oman,07ff32f5
NJ Reardon,Australia,c7bdb5b5
PE Kruger,South Africa,39181592
N de Klerk,South Africa,ea544967
Theertha Satish,United Arab Emirates,ee3dcb3f
NJ Shaw,England,7e9ff716
Zameer Khan,Denmark,fb0d3749
Pratik Singh Bais,Mexico,5b351aff
C Murray,Ireland,5a50471c
T Koloi,Lesotho,97b1bd58
NN Banner,Belize,0697b5a1
Ibrahim Hassan,Maldives,4add4c98
Fawad Alam,Pakistan,61f05b05
Geovanis Uwase,Rwanda,088f22fd
Sompal Kami,Nepal,1adb8ee8
M Uwase,Rwanda,7d6ce83f
S Vashisht,Romania,20ac8219
W Hornero-Garcia,Germany,7d5fef52
T Wigradianti,Indonesia,a9496add
Saif Hassan,Bangladesh,bb95564b
MGSM Fernando,Italy,658c2e71
S Murari,Costa Rica,3ed39f01
D Murphy,Scotland,a5544576
L Piety,Nigeria,46a29dd0
SS Connell,Barbados,2f9a6bd1
Lavanya Pillai,Qatar,d3cb9663
M Manivannan,Cayman Islands,e5b16284
SA Nono,Cameroon,f6019e5d
T Khabo,Lesotho,7be9cb29
M Desmond,Nigeria,7ec52f4a
Aslam Khan,Malaysia,31080a88
M Vervitsioti,Greece,6fd40892
E Vukusic,Croatia,7a64c6eb
Kainat Qazi,Canada,1ccd4054
Saeed Ahmed,Sweden,63d6e16e
S Ostergaard,Denmark,a19e799b
S Borakambi,Tanzania,36099d55
Sangay Zangmo,Bhutan,e03e2148
NT Gruny,United States of America,cdff374b
PF Gallagher,Finland,8e9d3dc4
Abu Hider,Bangladesh,31803fac
Sofia Araya,Chile,e4d4c4e0
T Sumiya,Mongolia,ae19375d
RL Grundy,England,e149d0ae
AJ Staal,Netherlands,62c713bf
R Endo,Japan,9235396c
A Bierwisch,Germany,b51d654f
B Wani,Estonia,a651cd4d
U Bhatti,Canada,c66d9486
V Ooko,Kenya,2ae76bf6
O Duff,Bulgaria,550c9b2c
Faheem Ashraf,Pakistan,bd4ea627
Fahad Nawaz,United Arab Emirates,5d68fe4f
M Strano,Australia,f57d5dbb
G Malla,Nepal,b2e1d224
Noor Ali Zadran,Afghanistan,72e46d30
E Kallous,Greece,0680ff7f
F Najjumba,Uganda,791dca18
Mohammad Asif,Pakistan,e03b66ec
M Salum,Tanzania,67c83213
Md Shafiqul Haque,Thailand,27128c74
Qais Ahmad,Afghanistan,8d5d991e
MB Tambe,Finland,1c1bb0d5
PDRL Perera,Sri Lanka,f6b5d11a
DS Gamage,Norway,00be46fe
Jitesh Patel,Malta,a2f790a8
BG Lister,New Zealand,79f5bc26
K McKenna,Ireland,4eee57ca
M Anyigo,Uganda,62fb9336
Tarun Yadav,Bulgaria,865d671f
I Dulani,Sri Lanka,a2c23f31
Shathira Jakir,Bangladesh,6b992a6f
S Lateh,Thailand,5ab09885
CJ Green,Australia,19b9f399
S Lundell,Sweden,0d298cc9
T Kamungozi,Zimbabwe,1fe81cc9
MNK Fernando,Sri Lanka,ba603555
TJ Mahe,Lesotho,3c5b2e9e
IC Gaze,New Zealand,60c250bf
B Terbish,Mongolia,30c884c8
D Ajekun,Nigeria,2494ff9e
AE Jones,England,b05e45e4
AA Banner,Belize,02d11602
S Nampiina,Uganda,91d9aa26
L Little,Ireland,4f86926b
K Mothlhanka,Botswana,1a37008a
L Jacob,Vanuatu,9be95e85
O Mondlane,Mozambique,7f97139f
DLN Kenfack,Cameroon,3e31cd4c
M Leporoporo,Lesotho,e7a0cb9a
B Karki,Nepal,edc2a9c6
Musaddiq Ahmed,Germany,f8fb7e7b
Sabnam Rai,Nepal,8eb52953
FR Davies,England,2479daa6
Yousef Shadzehisarjou,Iran,30ac4e69
J Cama,Fiji,6a868271
Junaid Khan,Pakistan,086f5984
Tenjin Rabgey,Bhutan,1fed517a
T van der Gugten,Netherlands,d99cc23a
MJG Rippon,Netherlands,b03db6fa
S Solman,Vanuatu,24ed1f75
Imran Khan,Bahrain,da3b91fd
A Sutherland,Australia,65d9b6b6
WB Rankin,England,29b89ae8
S Jafta,South Africa,34304210
PKM Mahawattage,France,a413b433
R Musamali,Uganda,017cadb2
SA Wijeratne,Canada,5fbd0632
MR Machado,Brazil,4a4f94fa
L Erdenebulgan,Mongolia,c4f8d754
JM Obando,Costa Rica,b24eed5e
Waqas Ali,Belgium,2fd4669a
Shahbaz Badar,Bahrain,23eedcd3
Virendra Kumar,Israel,20988564
Mohammad Tauqir,United Arab Emirates,eb7af112
Sultan Ahmed,Oman,3bf7c034
D Ahir,Panama,424a646f
E Kamara,Sierra Leone,3f8915a0
S Smith,Bermuda,18a0ba24
DJ Mitchell,New Zealand,eade4650
B Schuster,Samoa,dfba63a4
Umer Imtiaz,Bahrain,7b729851
Harprit Singh,Mexico,c60361d7
K Sinclair,West Indies,314642ed
S Nerandzic,Serbia,ed5b3c76
NC Monteiro,Brazil,752af5a4
AE Satterthwaite,New Zealand,72b7ed1e
S Sunday,Nigeria,594a0dec
A Obulor,Nigeria,abba64cd
K Gray,Canada,c68e5545
S Saenya,Thailand,befa9863
Z James,West Indies,816af623
NK Aneesh Kumar,Switzerland,e23da78c
Kyshona A Knight,West Indies,d85a1960
N Mapunda,Tanzania,a94c2947
G Shukla,Sweden,6b4817d9
R Kanai,Japan,54a3d69f
HH Dippenaar,South Africa,98ecf62a
S Lackay,South Africa,d3a9aadd
O Thomas,West Indies,c6097d68
KM Chingaipe,Malawi,db32d60a
Absar Khan,Denmark,91cf746e
Iftekar Jaman,Cyprus,0a5718ef
SS Connell,West Indies,2f9a6bd1
AR Puri,Singapore,1f490b28
L Dalbina,Estonia,2b661b53
N Zholudz,Estonia,a60bff88
Zenab Iqbal,Spain,4f3b43e2
N Pokana,Papua New Guinea,87a92b6b
Basir Ahamad,Nepal,218c7eab
N Jagadish,Oman,d6ec9f9f
P Khadka,Nepal,12c3ba4d
E Waithaka,Kenya,1e4c0204
KJ Young,Belize,8bba9ec2
Javed Hina,Oman,a487762e
C Zavoiu,Romania,6b96bebf
GEM Brealey,Luxembourg,f2b769ad
Aima Aishath,Maldives,62aa10d7
W Dlamini,Eswatini,d2ac882a
C Hinze,Japan,626af7ff
HF Gurney,England,e412cb64
RT Lyons,Scotland,7d32d965
Syed Amanullah,Greece,ae4006ad
A Nel,South Africa,2503e881
I Chuma,Mozambique,b1021056
OT Wallerson,United States of America,2fdf42e9
Kang Choi,South Korea,fe8d366a
M Jele,Swaziland,1a8cedc8
K Waiswa,Uganda,a3a275ec
Muhammad Jawadullah,United Arab Emirates,098a757c
V Balakrishnan,Botswana,0c1da0c4
Nishma Pereira,Bahrain,e466d85d
ECB Moore,Italy,d0ff93a9
RHO Saunders,Norway,60bb8160
S Bist,Nepal,ec05df4e
E Solomon,Israel,8da9a284
O Keitsemang,Botswana,5145239b
J Botha,South Africa,7c503806
BA King,West Indies,7fca84b7
Salvin Stanly,Cambodia,a6631b55
AM Ellis,New Zealand,f987245c
Zakir Hasan,Bangladesh,e3e09091
Aqib Ilyas,Oman,b3b39bed
KO Meth,Zimbabwe,9fbc7bc4
FH Allen,New Zealand,bf74b130
HJ Jordaan,Thailand,b8f10b60
TG Norris,United States of America,8ae7bb3e
C Cassell,Scotland,2d03c3f8
D Prakas,Singapore,de8633f1
DE Bernard,West Indies,e0557f7f
M Klinger,Australia,b970a03f
Vinod Kumar,Spain,8f77af6b
DPMD Jayawardene,Sri Lanka,d18f9182
LJ Woodcock,New Zealand,9ba59a3c
Mirab Razwan,Norway,498031f9
J Little,Ireland,9061a703
SKS Gill,Luxembourg,faef026c
A Das,India,8479657a
Junaid Sheikh,Norway,c01852c6
SMSM Senanayake,Sri Lanka,4c4fa80b
NM Anil,Oman,cbd69f04
Ainna Hamizah Hashim,Malaysia,4c7744de
CNIM Joyce,Ireland,56418eae
RJ Sidebottom,England,9dca07d7
Zhang Mei,China,d6660d9b
H Bhullar,Austria,c9ffb93d
D Rawat,Costa Rica,cda3625c
Z Abbasi,Botswana,5d9ebb3c
Muhammad Fahim,Belgium,5c57229d
Su Jin Kim,South Korea,c0b1c995
S Etim,Nigeria,aa197946
DO Leicher,Namibia,e28bb0b9
M McColl,Scotland,d5fa2ab3
O Prendergast,Ireland,d8f20ba5
ML Karlsen,Denmark,4302af3d
L Klokgieters,Netherlands,53c738ac
SK Ravuri,Sweden,0398fc0f
WL Madsen,Italy,86e0f3f0
Ellen Asante,Ghana,0207451a
K Dangol,Nepal,db080f9d
MWR Stokes,Guernsey,c573d173
Shadnan Khan,Austria,b17d629e
K Tesarikova,Czech Republic,42a7d394
AN Kervezee,Netherlands,dc36a6a5
V Kohli,India,ba607b88
M Polimeri,Greece,35ccd83f
S Brunsgaard,Denmark,b15f8b0f
K Gore,United States of America,a6bab2a9
AD Mascarenhas,England,3edb58fc
R Heyns,Luxembourg,8708c072
DP Nannes,Australia,c404f58a
Kamal Raja,Singapore,8f2c2c58
P Yevugah,Ghana,5c842df4
Saeed Waqar Ali,Slovenia,1a353572
Khalid Ahmadi,Belgium,cf0b9a0d
Sazzad Hosen,Belgium,4dd6a707
JE Dunford,Jersey,89a7dd4a
Syazrul Idrus,Malaysia,6dba59e0
Mazhar Khan,Slovenia,7b10c047
DK Butler,West Indies,671398e3
T Kolcunova,Czech Republic,50102dea
Mohammad Irfan,Pakistan,a8e3170f
SJ Bruce,Barbados,aeccf5cc
Hilal Ahmad,Czech Republic,f78aa227
Abdullah Akbarjan,Austria,5de198db
ST Eyyunni,United States of America,3da7a16e
S Magar,Nepal,4fc3790e
T Mpandakwaya,Malawi,3fd351ed
Ammad Uddin,Bahrain,3a6c6e3a
T Lungameni,Namibia,1688f2dc
CJ Ana,Romania,158a7d41
JS Malhotra,United States of America,9633359f
K Thomson,South Africa,53e325ed
SA Campbelle,West Indies,a7cd72b2
I Seneviratne,United Arab Emirates,e2aeba08
L Lamin,Sierra Leone,5a970aab
FA Sargent,Ireland,fa6e2cb3
S Ishaque,India,f2c1f0e5
Saeed Ajmal,Pakistan,05d74535
S Waqas Ahmed,Norway,fb27d38c
G Fatouros,Greece,b388d623
Shoriful Islam,Bangladesh,bb34fd31
Irfan Khan,Pakistan,ee95065d
Mohammad Ashraful,Bangladesh,2bb09eb2
Qanita Jalil,Pakistan,2ea9b32c
L Siaka,Papua New Guinea,6b4593ee
M Prasanna,Romania,1b8c2b54
FA Zavala,Mozambique,2edfa6a8
PSR Gurusinghe,Singapore,591a7004
Vinay Iyer,Japan,43247512
C Waiswa,Uganda,18db3f22
Syed Haider,United Arab Emirates,ab23a6a1
Sanjay Kumar,Hungary,0837bb5f
NKF Rada Rani,Indonesia,39f4084c
N Boochatham,Thailand,58acb320
OS Oyronke,Nigeria,b05a1477
OD Hald,Denmark,38189be1
Nasrulla Rana,Hong Kong,9ffb7550
B Pondani,Malawi,e5117568
