Player,Season,Mat,Inns,Overs,Bowling_Runs,Wkts,Econ,Country,Cumulative Overs,Cumulative Wkts,Cumulative Runs,Cumulative Inns,Cumulative Econ,player_id
A Ahmadhel,2019/20,3,3.0,10.0,75.0,3.0,7.5,Bulgaria,10.0,3.0,75.0,3.0,25.0,55a5cffb
A Ahmadhel,2020,1,1.0,2.0,22.0,1.0,11.0,Bulgaria,12.0,4.0,97.0,4.0,24.25,55a5cffb
A Ahmadhel,2020/21,2,2.0,2.4,27.0,2.0,10.12,Bulgaria,14.4,6.0,124.0,6.0,20.666666666666668,55a5cffb
A Ahmadhel,2021,3,2.0,3.0,31.0,0.0,10.33,Bulgaria,17.4,6.0,155.0,8.0,19.375,55a5cffb
A Ahmadhel,2023,2,0.0,0.0,0.0,0.0,0.0,Bulgaria,17.4,6.0,155.0,8.0,19.375,55a5cffb
A Ahmadhel,2024,1,0.0,0.0,0.0,0.0,0.0,Bulgaria,17.4,6.0,155.0,8.0,19.375,55a5cffb
A Amado,2022,3,3.0,6.0,58.0,3.0,9.66,Israel,6.0,3.0,58.0,3.0,19.333333333333332,14ea3348
A Andrews,2021/22,3,3.0,10.0,61.0,4.0,6.1,Switzerland,10.0,4.0,61.0,3.0,20.333333333333332,1d45c01a
A Andrews,2022,4,1.0,1.0,21.0,0.0,21.0,Switzerland,11.0,4.0,82.0,4.0,20.5,1d45c01a
A Ashok,2023,1,1.0,4.0,28.0,1.0,7.0,New Zealand,4.0,1.0,28.0,1.0,28.0,321be7e3
A Ashokan,2019/20,2,1.0,2.0,16.0,0.0,8.0,Czech Republic,2.0,0.0,16.0,1.0,16.0,9244df4b
A Ashokan,2020,4,4.0,8.5,97.0,2.0,10.98,Czech Republic,10.5,2.0,113.0,5.0,22.6,9244df4b
A Ashokan,2021,7,5.0,12.0,104.0,1.0,8.66,Czech Republic,22.5,3.0,217.0,10.0,21.7,9244df4b
A Ashokan,2022,15,12.0,40.0,311.0,11.0,7.77,Czech Republic,62.5,14.0,528.0,22.0,24.0,9244df4b
A Ashokan,2023,3,3.0,12.0,52.0,6.0,4.33,Czech Republic,74.5,20.0,580.0,25.0,23.2,9244df4b
A Athanaze,2024,4,0.0,0.0,0.0,0.0,0.0,West Indies,0.0,0.0,0.0,0.0,0.0,58c2fac4
A Bagai,2008,3,0.0,0.0,0.0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,112959b2
A Bagai,2009/10,4,0.0,0.0,0.0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,112959b2
A Bagai,2013/14,2,0.0,0.0,0.0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,112959b2
A Balbirnie,2015,7,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2015/16,3,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2018,6,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2018/19,6,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2019,4,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2019/20,17,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2021,8,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2021/22,16,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2022,12,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2022/23,10,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2023,6,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2023/24,6,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Balbirnie,2024,9,0.0,0.0,0.0,0.0,0.0,Ireland,0.0,0.0,0.0,0.0,0.0,6ef13460
A Bhadauria,2022,2,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,a74bbdad
A Bhagwat,2019/20,4,0.0,0.0,0.0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,906ef9e5
A Bhargava,2022,2,1.0,2.0,14.0,1.0,7.0,Singapore,2.0,1.0,14.0,1.0,14.0,192f2caf
A Bhargava,2023,3,3.0,11.0,60.0,8.0,5.45,Singapore,13.0,9.0,74.0,4.0,18.5,192f2caf
A Bhattarai,2014/15,1,1.0,3.0,12.0,1.0,4.0,Nepal,3.0,1.0,12.0,1.0,12.0,2c2013a9
A Bishnoi,2021,7,7.0,16.3,146.0,5.0,8.84,Malta,16.3,5.0,146.0,7.0,20.857142857142858,376557f7
A Bishnoi,2023,5,5.0,17.2,160.0,7.0,9.23,Malta,33.5,12.0,306.0,12.0,25.5,376557f7
A Bohara,2018/19,3,3.0,10.0,72.0,6.0,7.2,Nepal,10.0,6.0,72.0,3.0,24.0,64fb6b15
A Bohara,2019,5,5.0,18.0,134.0,6.0,7.44,Nepal,28.0,12.0,206.0,8.0,25.75,64fb6b15
A Bohara,2019/20,12,11.0,38.0,230.0,8.0,6.05,Nepal,66.0,20.0,436.0,19.0,22.94736842105263,64fb6b15
A Bohara,2021,4,4.0,12.2,97.0,2.0,7.86,Nepal,78.2,22.0,533.0,23.0,23.17391304347826,64fb6b15
A Bohara,2021/22,12,12.0,40.0,271.0,18.0,6.77,Nepal,118.2,40.0,804.0,35.0,22.97142857142857,64fb6b15
A Bohara,2023,3,3.0,9.4,66.0,8.0,6.82,Nepal,127.60000000000001,48.0,870.0,38.0,22.894736842105264,64fb6b15
A Bohara,2023/24,14,13.0,49.0,412.0,19.0,8.4,Nepal,176.60000000000002,67.0,1282.0,51.0,25.137254901960784,64fb6b15
A Bohara,2024,9,8.0,24.4,196.0,8.0,7.94,Nepal,201.00000000000003,75.0,1478.0,59.0,25.050847457627118,64fb6b15
A Bulow,2019,2,0.0,0.0,0.0,0.0,0.0,Denmark,0.0,0.0,0.0,0.0,0.0,16f4cc7e
A Bushell,2023,3,0.0,0.0,0.0,0.0,0.0,Guernsey,0.0,0.0,0.0,0.0,0.0,2d645c00
A Chaubey,2024,4,4.0,13.1,126.0,3.0,9.56,Croatia,13.1,3.0,126.0,4.0,31.5,c577d7d4
A Chaudhary,2023/24,3,3.0,5.0,46.0,0.0,9.2,Singapore,5.0,0.0,46.0,3.0,15.333333333333334,465fd722
A Chaudhary,2024,2,2.0,8.0,55.0,3.0,6.87,Singapore,13.0,3.0,101.0,5.0,20.2,465fd722
A Conteh,2022/23,7,6.0,19.1,123.0,9.0,6.41,Gambia,19.1,9.0,123.0,6.0,20.5,97b9cb64
A Conteh,2023/24,2,2.0,6.0,38.0,0.0,6.33,Gambia,25.1,9.0,161.0,8.0,20.125,97b9cb64
A Dananjaya,2012/13,5,5.0,14.0,95.0,7.0,6.78,Sri Lanka,14.0,7.0,95.0,5.0,19.0,5b16a806
A Dananjaya,2017,1,1.0,4.0,28.0,0.0,7.0,Sri Lanka,18.0,7.0,123.0,6.0,20.5,5b16a806
A Dananjaya,2017/18,9,9.0,34.4,287.0,5.0,8.27,Sri Lanka,52.4,12.0,410.0,15.0,27.333333333333332,5b16a806
A Dananjaya,2018,1,1.0,4.0,15.0,2.0,3.75,Sri Lanka,56.4,14.0,425.0,16.0,26.5625,5b16a806
A Dananjaya,2018/19,3,3.0,12.0,101.0,2.0,8.41,Sri Lanka,68.4,16.0,526.0,19.0,27.68421052631579,5b16a806
A Dananjaya,2019,3,3.0,11.0,94.0,6.0,8.54,Sri Lanka,79.4,22.0,620.0,22.0,28.181818181818183,5b16a806
A Dananjaya,2020/21,3,3.0,12.0,128.0,4.0,10.66,Sri Lanka,91.4,26.0,748.0,25.0,29.92,5b16a806
A Dananjaya,2021,6,6.0,19.1,161.0,2.0,8.4,Sri Lanka,110.5,28.0,909.0,31.0,29.322580645161292,5b16a806
A Dananjaya,2023/24,2,2.0,6.0,56.0,2.0,9.33,Sri Lanka,116.5,30.0,965.0,33.0,29.242424242424242,5b16a806
A Davidson Soler,2024,9,0.0,0.0,0.0,0.0,0.0,Spain,0.0,0.0,0.0,0.0,0.0,524943f1
A Daxini,2023,4,2.0,1.3,24.0,0.0,16.0,Croatia,1.3,0.0,24.0,2.0,12.0,2f949d55
A Denuwan,2022/23,3,3.0,6.2,50.0,1.0,7.89,Italy,6.2,1.0,50.0,3.0,16.666666666666668,96912eac
A Dhingra,2021,3,3.0,12.0,77.0,5.0,6.41,Luxembourg,12.0,5.0,77.0,3.0,25.666666666666668,753ada66
A Dhingra,2022,7,7.0,18.4,150.0,7.0,8.03,Luxembourg,30.4,12.0,227.0,10.0,22.7,753ada66
A Dhingra,2023,7,7.0,21.5,194.0,4.0,8.88,Luxembourg,51.9,16.0,421.0,17.0,24.764705882352942,753ada66
A Dhingra,2023/24,1,1.0,4.0,28.0,2.0,7.0,Luxembourg,55.9,18.0,449.0,18.0,24.944444444444443,753ada66
A Dizija,2022,10,2.0,4.0,79.0,0.0,19.75,Serbia,4.0,0.0,79.0,2.0,39.5,6483c062
A Dizija,2023,4,0.0,0.0,0.0,0.0,0.0,Serbia,4.0,0.0,79.0,2.0,39.5,6483c062
A Dizija,2023/24,2,2.0,6.1,49.0,2.0,7.94,Serbia,10.1,2.0,128.0,4.0,32.0,6483c062
A Dizija,2024,9,0.0,0.0,0.0,0.0,0.0,Serbia,10.1,2.0,128.0,4.0,32.0,6483c062
A Djorovic,2019/20,2,2.0,6.0,32.0,0.0,5.33,Serbia,6.0,0.0,32.0,2.0,16.0,677c18f9
A Djorovic,2021,4,4.0,9.3,104.0,1.0,10.94,Serbia,15.3,1.0,136.0,6.0,22.666666666666668,677c18f9
A Djorovic,2022,3,3.0,6.0,79.0,0.0,13.16,Serbia,21.3,1.0,215.0,9.0,23.88888888888889,677c18f9
A Djorovic,2023/24,2,0.0,0.0,0.0,0.0,0.0,Serbia,21.3,1.0,215.0,9.0,23.88888888888889,677c18f9
A Donovan,2024,3,3.0,4.0,31.0,0.0,7.75,Philippines,4.0,0.0,31.0,3.0,10.333333333333334,02888f23
A Dowling,2024,1,0.0,0.0,0.0,0.0,0.0,Bulgaria,0.0,0.0,0.0,0.0,0.0,ec064d97
A Dutt,2021,4,4.0,7.0,76.0,3.0,10.85,Netherlands,7.0,3.0,76.0,4.0,19.0,803dbf1d
A Dutt,2022,1,1.0,4.0,20.0,1.0,5.0,Netherlands,11.0,4.0,96.0,5.0,19.2,803dbf1d
A Dutt,2023/24,4,4.0,14.0,126.0,4.0,9.0,Netherlands,25.0,8.0,222.0,9.0,24.666666666666668,803dbf1d
A Dutt,2024,6,6.0,20.0,120.0,7.0,6.0,Netherlands,45.0,15.0,342.0,15.0,22.8,803dbf1d
A Faletar,2023,4,0.0,0.0,0.0,0.0,0.0,Croatia,0.0,0.0,0.0,0.0,0.0,b8889eb7
A Ferguson,2019/20,5,0.0,0.0,0.0,0.0,0.0,Argentina,0.0,0.0,0.0,0.0,0.0,4a8d1b14
A Ferguson,2021/22,6,0.0,0.0,0.0,0.0,0.0,Argentina,0.0,0.0,0.0,0.0,0.0,4a8d1b14
A Ferguson,2022/23,6,0.0,0.0,0.0,0.0,0.0,Argentina,0.0,0.0,0.0,0.0,0.0,4a8d1b14
A Ferguson,2023/24,2,0.0,0.0,0.0,0.0,0.0,Argentina,0.0,0.0,0.0,0.0,0.0,4a8d1b14
A Flintoff,2005,1,1.0,3.0,15.0,0.0,5.0,England,3.0,0.0,15.0,1.0,15.0,ddc0828d
A Flintoff,2006/07,1,1.0,4.0,36.0,0.0,9.0,England,7.0,0.0,51.0,2.0,25.5,ddc0828d
A Flintoff,2007/08,5,5.0,18.0,110.0,5.0,6.11,England,25.0,5.0,161.0,7.0,23.0,ddc0828d
A Gasteratos,2022,2,0.0,0.0,0.0,0.0,0.0,Greece,0.0,0.0,0.0,0.0,0.0,e87c009a
A Gasteratos,2024,4,0.0,0.0,0.0,0.0,0.0,Greece,0.0,0.0,0.0,0.0,0.0,e87c009a
A Gavde,2019,1,0.0,0.0,0.0,0.0,0.0,Cayman Islands,0.0,0.0,0.0,0.0,0.0,c725d464
A Gbla,2021/22,8,5.0,17.0,110.0,9.0,6.47,Sierra Leone,17.0,9.0,110.0,5.0,22.0,34ab1e6e
A Gbla,2022/23,7,5.0,9.2,56.0,7.0,6.0,Sierra Leone,26.2,16.0,166.0,10.0,16.6,34ab1e6e
A Gbla,2023/24,12,8.0,17.3,99.0,7.0,5.65,Sierra Leone,43.5,23.0,265.0,18.0,14.722222222222221,34ab1e6e
A Gorawara,2022/23,2,0.0,0.0,0.0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,c6b11959
A Gorawara,2023/24,1,0.0,0.0,0.0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,c6b11959
A Gorawara,2024,1,0.0,0.0,0.0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,c6b11959
A Govorko,2024,4,0.0,0.0,0.0,0.0,0.0,Croatia,0.0,0.0,0.0,0.0,0.0,a6e4e6f9
A Halbhavi,2021,3,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,df1b4c8f
A Halbhavi,2022,1,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,df1b4c8f
A Halbhavi,2023,11,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,df1b4c8f
A Halbhavi,2023/24,1,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,df1b4c8f
A Harris,2021/22,1,0.0,0.0,0.0,0.0,0.0,Bahamas,0.0,0.0,0.0,0.0,0.0,bbafa5d6
A Harris,2022,5,2.0,3.0,29.0,0.0,9.66,Bahamas,3.0,0.0,29.0,2.0,14.5,bbafa5d6
A Husain,2019/20,5,4.0,10.0,51.0,1.0,5.1,Argentina,10.0,1.0,51.0,4.0,12.75,034d3c52
A Husain,2021/22,5,4.0,14.0,66.0,6.0,4.71,Argentina,24.0,7.0,117.0,8.0,14.625,034d3c52
A Husain,2022/23,5,5.0,12.0,74.0,4.0,6.16,Argentina,36.0,11.0,191.0,13.0,14.692307692307692,034d3c52
A Husain,2024/25,1,1.0,4.0,26.0,1.0,6.5,Argentina,40.0,12.0,217.0,14.0,15.5,034d3c52
A Ilaoa,2022/23,1,1.0,3.0,28.0,2.0,9.33,Samoa,3.0,2.0,28.0,1.0,28.0,4d733a54
A Ilaoa,2024,6,0.0,0.0,0.0,0.0,0.0,Samoa,3.0,2.0,28.0,1.0,28.0,4d733a54
A Johnmary,2021,2,0.0,0.0,0.0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,e64c35df
A Johnson,2022/23,7,0.0,0.0,0.0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,a28a7fba
A Johnson,2023/24,5,0.0,0.0,0.0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,a28a7fba
A Johnson,2024,13,1.0,2.0,4.0,0.0,2.0,Canada,2.0,0.0,4.0,1.0,4.0,a28a7fba
A Kadowaki Fleming,2024,3,0.0,0.0,0.0,0.0,0.0,Japan,0.0,0.0,0.0,0.0,0.0,0abf3da7
A Kainessie,2023/24,8,0.0,0.0,0.0,0.0,0.0,Sierra Leone,0.0,0.0,0.0,0.0,0.0,c7acf05f
A Kalasi,2023,1,0.0,0.0,0.0,0.0,0.0,Thailand,0.0,0.0,0.0,0.0,0.0,8930a2a6
A Kalasi,2024,5,5.0,16.0,59.0,5.0,3.68,Thailand,16.0,5.0,59.0,5.0,11.8,8930a2a6
A Kalasi,2024/25,3,3.0,12.0,49.0,6.0,4.08,Thailand,28.0,11.0,108.0,8.0,13.5,8930a2a6
A Kansonkho,2021/22,6,0.0,0.0,0.0,0.0,0.0,Malawi,0.0,0.0,0.0,0.0,0.0,5f77f4ec
A Kansonkho,2023,1,0.0,0.0,0.0,0.0,0.0,Malawi,0.0,0.0,0.0,0.0,0.0,5f77f4ec
A Kapoor,2022/23,2,0.0,0.0,0.0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,2835af2a
A Karn,2015,2,2.0,8.0,49.0,1.0,6.12,Nepal,8.0,1.0,49.0,2.0,24.5,357f5314
A Kaul,2022/23,4,0.0,0.0,0.0,0.0,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,53d0b0dc
A Kaul,2023/24,3,0.0,0.0,0.0,0.0,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,53d0b0dc
A Kaul,2024,4,3.0,5.5,31.0,4.0,5.31,Singapore,5.5,4.0,31.0,3.0,10.333333333333334,53d0b0dc
A Khan,2021/22,5,5.0,12.0,75.0,3.0,6.25,Denmark,12.0,3.0,75.0,5.0,15.0,e27cff77
A Khan,2022,3,3.0,6.5,41.0,2.0,6.0,Denmark,18.5,5.0,116.0,8.0,14.5,e27cff77
A Khan,2008/09,1,1.0,4.0,34.0,2.0,8.5,England,4.0,2.0,34.0,1.0,34.0,e27cff77
A Kheterpal,2021,4,4.0,16.0,120.0,5.0,7.5,Hungary,16.0,5.0,120.0,4.0,30.0,2deb4082
A Kheterpal,2022,9,9.0,33.4,259.0,2.0,7.69,Hungary,49.4,7.0,379.0,13.0,29.153846153846153,2deb4082
A Kheterpal,2023,5,5.0,11.2,84.0,5.0,7.41,Hungary,60.599999999999994,12.0,463.0,18.0,25.72222222222222,2deb4082
A Kirschbaum,2021/22,6,6.0,18.1,136.0,4.0,7.48,Argentina,18.1,4.0,136.0,6.0,22.666666666666668,d953bf92
A Kirschbaum,2022/23,6,6.0,23.0,170.0,4.0,7.39,Argentina,41.1,8.0,306.0,12.0,25.5,d953bf92
A Kirschbaum,2023/24,2,2.0,5.0,25.0,2.0,5.0,Argentina,46.1,10.0,331.0,14.0,23.642857142857142,d953bf92
A Kirschbaum,2024/25,1,1.0,1.0,1.0,0.0,1.0,Argentina,47.1,10.0,332.0,15.0,22.133333333333333,d953bf92
A Krishna,2019,3,3.0,10.0,86.0,4.0,8.6,Singapore,10.0,4.0,86.0,3.0,28.666666666666668,13598ebc
A Krishna,2019/20,4,4.0,13.1,108.0,8.0,8.2,Singapore,23.1,12.0,194.0,7.0,27.714285714285715,13598ebc
A Krishna,2022,5,5.0,15.4,139.0,5.0,8.87,Singapore,38.5,17.0,333.0,12.0,27.75,13598ebc
A Krishna,2023,4,4.0,15.0,93.0,4.0,6.2,Singapore,53.5,21.0,426.0,16.0,26.625,13598ebc
A Krishna,2023/24,2,2.0,4.3,48.0,1.0,10.66,Singapore,57.8,22.0,474.0,18.0,26.333333333333332,13598ebc
A Limdawala,2022,3,1.0,2.0,18.0,0.0,9.0,Malawi,2.0,0.0,18.0,1.0,18.0,2bcbcac3
A Limdawala,2022/23,7,5.0,10.0,83.0,8.0,8.3,Malawi,12.0,8.0,101.0,6.0,16.833333333333332,2bcbcac3
A Limdawala,2023,3,1.0,3.0,34.0,0.0,11.33,Malawi,15.0,8.0,135.0,7.0,19.285714285714285,2bcbcac3
A Limdawala,2023/24,5,5.0,9.3,61.0,1.0,6.42,Malawi,24.3,9.0,196.0,12.0,16.333333333333332,2bcbcac3
A Limdawala,2024,10,7.0,18.1,113.0,6.0,6.22,Malawi,42.400000000000006,15.0,309.0,19.0,16.263157894736842,2bcbcac3
A Limdawala,2024/25,5,5.0,17.0,89.0,6.0,5.23,Malawi,59.400000000000006,21.0,398.0,24.0,16.583333333333332,2bcbcac3
A Magdalenic,2023,6,2.0,2.2,42.0,0.0,18.0,Croatia,2.2,0.0,42.0,2.0,21.0,d6a2f3a5
A Magdalenic,2024,3,0.0,0.0,0.0,0.0,0.0,Croatia,2.2,0.0,42.0,2.0,21.0,d6a2f3a5
A Maheshwari,2022,3,0.0,0.0,0.0,0.0,0.0,Croatia,0.0,0.0,0.0,0.0,0.0,3ec513ea
A Maheshwari,2023,2,2.0,5.0,50.0,1.0,10.0,Croatia,5.0,1.0,50.0,2.0,25.0,3ec513ea
A Maheshwari,2024,7,5.0,13.5,140.0,4.0,10.12,Croatia,18.5,5.0,190.0,7.0,27.142857142857142,3ec513ea
A Manatos,2021,1,0.0,0.0,0.0,0.0,0.0,Greece,0.0,0.0,0.0,0.0,0.0,eebc0141
A Manepalli,2020,2,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,36101309
A Manepalli,2021,4,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,36101309
A Manepalli,2022,1,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,36101309
A Manepalli,2024,1,0.0,0.0,0.0,0.0,0.0,Luxembourg,0.0,0.0,0.0,0.0,0.0,36101309
A Manousis,2019/20,3,0.0,0.0,0.0,0.0,0.0,Greece,0.0,0.0,0.0,0.0,0.0,b672e825
A Manousis,2021,4,0.0,0.0,0.0,0.0,0.0,Greece,0.0,0.0,0.0,0.0,0.0,b672e825
A Manousis,2022,4,3.0,7.0,51.0,2.0,7.28,Greece,7.0,2.0,51.0,3.0,17.0,b672e825
A Mansale,2018/19,4,1.0,1.0,4.0,0.0,4.0,Vanuatu,1.0,0.0,4.0,1.0,4.0,a22b4f3f
A Mansale,2019,5,4.0,14.0,86.0,7.0,6.14,Vanuatu,15.0,7.0,90.0,5.0,18.0,a22b4f3f
A Mansale,2019/20,5,5.0,11.0,86.0,6.0,7.81,Vanuatu,26.0,13.0,176.0,10.0,17.6,a22b4f3f
A Mansale,2022,6,0.0,0.0,0.0,0.0,0.0,Vanuatu,26.0,13.0,176.0,10.0,17.6,a22b4f3f
A Mansale,2022/23,1,0.0,0.0,0.0,0.0,0.0,Vanuatu,26.0,13.0,176.0,10.0,17.6,a22b4f3f
A Mansale,2023,6,1.0,3.0,23.0,0.0,7.66,Vanuatu,29.0,13.0,199.0,11.0,18.09090909090909,a22b4f3f
A Mansale,2023/24,1,0.0,0.0,0.0,0.0,0.0,Vanuatu,29.0,13.0,199.0,11.0,18.09090909090909,a22b4f3f
A Mansale,2024,6,0.0,0.0,0.0,0.0,0.0,Vanuatu,29.0,13.0,199.0,11.0,18.09090909090909,a22b4f3f
A Martel,2022,2,2.0,8.0,29.0,6.0,3.62,Guernsey,8.0,6.0,29.0,2.0,14.5,65cd62a9
A Martel,2023,5,5.0,17.2,145.0,4.0,8.36,Guernsey,25.2,10.0,174.0,7.0,24.857142857142858,65cd62a9
A Martel,2024,11,11.0,30.1,228.0,7.0,7.55,Guernsey,55.3,17.0,402.0,18.0,22.333333333333332,65cd62a9
A Martin,2011/12,1,1.0,3.0,20.0,1.0,6.66,West Indies,3.0,1.0,20.0,1.0,20.0,3cacbb57
A McAuley,2020,1,0.0,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,0.0,39e599c8
A McAuley,2021/22,4,0.0,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,0.0,39e599c8
A McAuley,2022,4,0.0,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,0.0,39e599c8
A McAuley,2022/23,6,0.0,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,0.0,39e599c8
A McAuley,2023,3,0.0,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,0.0,39e599c8
A McAuley,2024,5,0.0,0.0,0.0,0.0,0.0,Isle of Man,0.0,0.0,0.0,0.0,0.0,39e599c8
A Mehmood,2015/16,2,1.0,1.0,12.0,0.0,12.0,Hong Kong,1.0,0.0,12.0,1.0,12.0,7cefb2a2
A Mehmood,2023,1,1.0,3.0,35.0,1.0,11.66,Hong Kong,4.0,1.0,47.0,2.0,23.5,7cefb2a2
A Mehmood,2024,4,3.0,7.0,69.0,0.0,9.85,Hong Kong,11.0,1.0,116.0,5.0,23.2,7cefb2a2
A Mene-Ejegi,2022,11,11.0,37.4,261.0,11.0,6.92,Serbia,37.4,11.0,261.0,11.0,23.727272727272727,e4f13acd
A Mene-Ejegi,2023/24,1,0.0,0.0,0.0,0.0,0.0,Serbia,37.4,11.0,261.0,11.0,23.727272727272727,e4f13acd
A Mene-Ejegi,2024,1,0.0,0.0,0.0,0.0,0.0,Serbia,37.4,11.0,261.0,11.0,23.727272727272727,e4f13acd
A Mishra,2010,1,1.0,4.0,21.0,1.0,5.25,India,4.0,1.0,21.0,1.0,21.0,6b19d823
A Mishra,2013/14,6,6.0,22.0,147.0,10.0,6.68,India,26.0,11.0,168.0,7.0,24.0,6b19d823
A Mishra,2016,1,1.0,4.0,24.0,3.0,6.0,India,30.0,14.0,192.0,8.0,24.0,6b19d823
A Mishra,2016/17,2,2.0,8.0,48.0,2.0,6.0,India,38.0,16.0,240.0,10.0,24.0,6b19d823
A Modi,2022/23,7,0.0,0.0,0.0,0.0,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,4edfc785
A Mongar,2023,2,2.0,3.0,11.0,2.0,3.66,Bhutan,3.0,2.0,11.0,2.0,5.5,940255af
A Morris,2019,6,6.0,22.0,114.0,6.0,5.18,Cayman Islands,22.0,6.0,114.0,6.0,19.0,04cf2e94
A Morris,2022,2,2.0,7.0,39.0,5.0,5.57,Cayman Islands,29.0,11.0,153.0,8.0,19.125,04cf2e94
A Morris,2023/24,4,4.0,15.0,110.0,6.0,7.33,Cayman Islands,44.0,17.0,263.0,12.0,21.916666666666668,04cf2e94
A Mundra,2024,4,0.0,0.0,0.0,0.0,0.0,Sweden,0.0,0.0,0.0,0.0,0.0,30ffaf85
A Mustafa,2021/22,1,1.0,3.0,9.0,0.0,3.0,Argentina,3.0,0.0,9.0,1.0,9.0,a4571ba9
A Mustafa,2022/23,1,0.0,0.0,0.0,0.0,0.0,Argentina,3.0,0.0,9.0,1.0,9.0,a4571ba9
A Mutreja,2022,6,0.0,0.0,0.0,0.0,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,a2ec22d2
A Mutreja,2023,2,0.0,0.0,0.0,0.0,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,a2ec22d2
A Mutreja,2024,5,0.0,0.0,0.0,0.0,0.0,Singapore,0.0,0.0,0.0,0.0,0.0,a2ec22d2
A Nanda,2019,3,3.0,7.2,47.0,7.0,6.4,Luxembourg,7.2,7.0,47.0,3.0,15.666666666666666,704e0160
A Nanda,2020,2,2.0,7.0,43.0,3.0,6.14,Luxembourg,14.2,10.0,90.0,5.0,18.0,704e0160
A Nanda,2021,3,3.0,12.0,75.0,4.0,6.25,Luxembourg,26.2,14.0,165.0,8.0,20.625,704e0160
A Nanda,2022,6,5.0,14.0,139.0,2.0,9.92,Luxembourg,40.2,16.0,304.0,13.0,23.384615384615383,704e0160
A Nanda,2023,10,10.0,31.0,253.0,8.0,8.16,Luxembourg,71.2,24.0,557.0,23.0,24.217391304347824,704e0160
A Nanda,2023/24,2,2.0,8.0,47.0,3.0,5.87,Luxembourg,79.2,27.0,604.0,25.0,24.16,704e0160
A Nanda,2024,5,5.0,17.0,130.0,4.0,7.64,Luxembourg,96.2,31.0,734.0,30.0,24.466666666666665,704e0160
